id,key,value,type
103446544,railway,level_crossing,regular
103447901,highway,turning_circle,regular
103447901,source,Yahoo,regular
103448832,highway,turning_circle,regular
103449500,highway,traffic_signals,regular
103449965,highway,traffic_signals,regular
103449985,highway,traffic_signals,regular
103450045,highway,turning_circle,regular
103450219,highway,traffic_signals,regular
103450459,highway,traffic_signals,regular
103450460,railway,level_crossing,regular
103450578,crossing,zebra,regular
103450578,highway,crossing,regular
103451805,highway,turning_loop,regular
103451923,highway,traffic_signals,regular
103452496,highway,traffic_signals,regular
103452496,traffic_signals,signal,regular
103452777,noexit,yes,regular
103453518,highway,turning_circle,regular
103453649,highway,traffic_signals,regular
103453651,highway,traffic_signals,regular
103453865,highway,traffic_signals,regular
103454390,highway,traffic_signals,regular
103454437,highway,turning_loop,regular
103456621,highway,turning_circle,regular
103456621,source,Yahoo,regular
103457781,highway,traffic_signals,regular
103457893,highway,traffic_signals,regular
103458107,highway,turning_circle,regular
103459037,highway,turning_loop,regular
103459540,highway,traffic_signals,regular
103459902,highway,traffic_signals,regular
103459940,highway,traffic_signals,regular
103459940,traffic_signals,signal,regular
103459949,highway,traffic_signals,regular
103459949,traffic_signals,signal,regular
103460442,highway,traffic_signals,regular
103460442,traffic_signals,signal,regular
103460832,railway,level_crossing,regular
103461145,railway,level_crossing,regular
103462371,highway,turning_circle,regular
103462492,highway,turning_circle,regular
103462492,source,Yahoo,regular
103463261,railway,level_crossing,regular
103464166,highway,turning_circle,regular
103464315,highway,turning_circle,regular
103464391,highway,turning_loop,regular
103464599,highway,turning_circle,regular
103464637,highway,turning_circle,regular
103465816,highway,traffic_signals,regular
103465821,highway,traffic_signals,regular
103465823,highway,traffic_signals,regular
103465826,highway,traffic_signals,regular
103465828,highway,traffic_signals,regular
103465832,highway,traffic_signals,regular
103466259,highway,turning_circle,regular
103466345,highway,turning_circle,regular
103466980,highway,turning_circle,regular
103468040,highway,turning_circle,regular
103468834,highway,turning_circle,regular
103469568,railway,level_crossing,regular
103469607,railway,level_crossing,regular
103469958,highway,turning_circle,regular
103470563,highway,traffic_signals,regular
103472063,highway,turning_circle,regular
103472424,highway,turning_circle,regular
103474030,highway,traffic_signals,regular
103474030,traffic_signals,signal,regular
103474896,highway,traffic_signals,regular
103474898,highway,traffic_signals,regular
103474915,railway,level_crossing,regular
103475924,highway,traffic_signals,regular
103475955,highway,traffic_signals,regular
103475985,highway,motorway_junction,regular
103475985,noref,yes,regular
103476008,highway,traffic_signals,regular
103476012,highway,traffic_signals,regular
103476118,highway,traffic_signals,regular
103476996,highway,turning_circle,regular
103476996,source,Yahoo,regular
103478825,highway,turning_circle,regular
103479249,railway,level_crossing,regular
103479448,noexit,yes,regular
103479685,highway,turning_circle,regular
103479689,highway,turning_circle,regular
103479719,highway,traffic_signals,regular
103479818,highway,traffic_signals,regular
103479930,highway,traffic_signals,regular
103480596,highway,traffic_signals,regular
103480637,highway,traffic_signals,regular
103481770,highway,turning_circle,regular
103481899,highway,turning_circle,regular
103481899,source,Yahoo,regular
103482730,barrier,toll_booth,regular
103483070,highway,turning_circle,regular
103484063,highway,turning_circle,regular
103485314,highway,turning_circle,regular
103486004,highway,turning_circle,regular
103486453,highway,traffic_signals,regular
